""cae2637e-f165-4f61-89ea-1141fd3b7e73""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""0189b2b3-f635-4d06-b3d3-518eef0770ca""|2|""iris_stations_1442894456.jpg""|"" ""
""fb356885-fe46-47db-a342-eeb80f6eae31""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""a583b02a-ff71-4fd5-91e2-73a7c41f1dd7""|1|""iris_stations_1443165217.jpg""|"" ""
""78626c11-b0ce-4739-9ced-5aca75acdfea""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""a583b02a-ff71-4fd5-91e2-73a7c41f1dd7""|2|""iris_stations_1443165221.jpg""|"" ""
""dfaf35b6-f4aa-4491-ae04-2c065099a22b""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""a583b02a-ff71-4fd5-91e2-73a7c41f1dd7""|3|""iris_stations_1443165224.jpg""|"" ""
""a9efe7fd-ae34-4e8b-8b2c-9b7119e05b75""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""a583b02a-ff71-4fd5-91e2-73a7c41f1dd7""|4|""iris_stations_1443773469.JPG""|"" ""
""cfd4de1e-0a2f-4112-8d06-c0c7e25f3d66""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""6772c77d-ed16-4c6d-829e-7e817b8e70ee""|1|""iris_stations_1443766957.jpg""|"" ""
""28c0a3ff-4b48-4a2c-ab6e-934cd6c77d20""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""6772c77d-ed16-4c6d-829e-7e817b8e70ee""|2|""iris_stations_1443766965.jpg""|"" ""
""fa30be85-a0e1-456e-b688-60f83c84f02a""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""1daecf5c-db92-46de-be12-d6a02b5b44bf""|1|""iris_stations_1445744681.jpg""|"" ""
""5b625d30-1bde-4c2c-856e-50b21db7090d""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""1daecf5c-db92-46de-be12-d6a02b5b44bf""|2|""iris_stations_1445744776.jpg""|"" ""
""a6f891d9-6974-472a-b19c-f21ed77344b9""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""c124c555-e4ac-4629-97a7-2628d887435f""|1|""|"" ""
""c09f1757-a8b6-4f10-8c8c-54256e1d2d69""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""1429e504-a072-457c-b6a5-c5d395fe4f34""|1|""|"" ""
""53599109-8a51-4f9e-8999-16d9ccb70079""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""aa09d4c3-a82a-40b4-9e94-7c12013ca3ed""|1|""|"" ""
""bb0dd383-881f-4389-84da-edda277b3b54""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""8cb1c3d4-ef6d-4d92-85ce-33a5b0e72cd2""|1|""iris_stations_1443767178.jpg""|"" ""
""bd9e3a37-4fc8-4e54-bb99-60ca589e341b""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""8cb1c3d4-ef6d-4d92-85ce-33a5b0e72cd2""|2|""iris_stations_1443767311.jpg""|"" ""
""d8ff7e24-3131-4826-b9cb-4afe8339b92e""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""4c9c4300-ed74-4211-b160-5f3c948dd9cf""|1|""|"" ""
""de6db672-06dc-48d5-9b12-16654f403980""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""19433b1d-5989-4348-b182-b243b134b604""|1|""|"" ""
""2c88c5a6-29fa-4240-833e-9d10b9d082eb""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""d655f4fb-22a0-4967-a1d8-7c465ae6d5b8""|1|""|"" ""
""87029a50-5645-40a1-b5fb-3da9182deaba""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3cbdd900-ef44-4b89-9e32-4952259f85b1""|1|""iris_stations_1443768440.jpg""|"" ""
""dde069ad-97c2-44c6-ab7c-0a0b166ac8c7""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3cbdd900-ef44-4b89-9e32-4952259f85b1""|2|""iris_stations_1443768572.jpg""|"" ""
""bb1d761d-f44b-4ba0-9cd8-ca7ead73dade""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""07f066c6-ff1b-4e23-9368-649ccce49caf""|1|""iris_stations_1445736760.jpg""|"" ""
""868f5194-16d8-445e-af03-03a1a705c0cb""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""07f066c6-ff1b-4e23-9368-649ccce49caf""|2|""iris_stations_1445736767.jpg""|"" ""
""7e06b0ba-7303-48af-b29e-74ec2ed29bd9""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""07b1b311-26bb-42c0-90ff-fa25cdf1e72b""|1|""|"" ""
""c87a818d-e1da-40b5-9c92-81f2853a5298""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""1ca11628-af6a-4128-81e5-399f3152b4c1""|1|""iris_stations_1443768692.jpg""|"" ""
""dc9a3bc4-edc2-498b-aa43-5487c5fd334b""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""98859ffb-f844-49fe-881c-9d6b4811c47a""|1|""iris_stations_1443769084.jpg""|"" ""
""a3763320-7dc9-4be6-b275-f75d880d331a""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""98859ffb-f844-49fe-881c-9d6b4811c47a""|2|""iris_stations_1443769096.jpg""|"" ""
""0b928f5e-f719-4172-9c4e-669aab382a93""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""ead15637-52e7-4ae1-820d-01a7e7bfdb6a""|1|""iris_stations_1446790692.jpg""|"" ""
""9f0fa1e5-0330-4b4f-82f1-f4e81191f310""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""ead15637-52e7-4ae1-820d-01a7e7bfdb6a""|2|""iris_stations_1446790702.jpg""|"" ""
""b0d635fb-402d-4843-9267-bee2aebd4316""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""6f3a991c-65dd-485d-8226-c50d654e2058""|1|""|"" ""
""1dbc6d98-f997-40af-aee6-1524966315bb""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""cca0b7e4-02f7-4c30-ad40-f93bbabb28c7""|1|""|"" ""
""77219c9b-709a-432a-b1b4-f9a20d607486""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3c1c97d7-507d-40dc-a2f1-0d68b2e13821""|1|""|"" ""
""4429ae4d-61df-41fc-b2b4-fa6207b745de""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""037f8997-3872-4414-9880-028a6d91ce72""|1|""|"" ""
""63eee8ab-2efc-4287-86af-2e664d936b11""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""654750c6-94a0-40aa-8ef4-636227580427""|1|""|"" ""
""59126fd8-6e99-44eb-8ce9-e8a5770c12c7""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""4c628c3c-2f6d-4bfb-9061-02f6630a62cd""|1|""|"" ""
""176bae00-1d86-406d-a2ea-516e64137fd6""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""793ab64c-5fc9-45b8-ad6c-2fa8f9adfe5f""|1|""iris_stations_1444377438.jpg""|"" ""
""63f3fb2e-d440-4e90-8c57-1219220bb6d6""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""de53cd21-1e30-4aa7-8cab-dc6d049e7155""|1|""iris_stations_1444977999.jpg""|"" ""
""f8ab4e13-cd1a-4da1-9f76-467c4ad08c22""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""9004959e-53d5-46ae-a93e-c4405075b83a""|1|""iris_stations_1443773129.JPG""|"" ""
""be37e686-ce38-489b-ac9e-7ca3f6086b46""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""9004959e-53d5-46ae-a93e-c4405075b83a""|2|""iris_stations_1443773133.JPG""|"" ""
""2c5cab8b-f465-40d4-a668-a81f971381f6""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""52a1991a-f6b1-4ebf-9191-2b0812ef1cd4""|1|""|"" ""
""09fa0c86-d796-4ba1-bf47-3fc3ee03c9ff""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""e13931c8-5fd4-4ad9-bd6c-3388ef1d42ce""|1|""iris_stations_1442539677.jpg""|"" ""
""310e8892-437d-49de-b3ea-776b7009282f""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""e13931c8-5fd4-4ad9-bd6c-3388ef1d42ce""|2|""iris_stations_1443169652.jpg""|"" ""
""6bbebd2d-8a8a-46ef-a5b3-4b6c2aae724d""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""8de92ba9-7ea4-4e35-b2d6-392ea75b5a82""|1|""|"" ""
""2b9e51bd-dd44-4918-9567-44c772101d18""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""21c6cc51-f5b3-4d77-857d-4719bb33ba3e""|1|""iris_stations_1444378859.jpg""|"" ""
""c3057f2b-9782-4992-83a0-7db782275e36""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""21c6cc51-f5b3-4d77-857d-4719bb33ba3e""|2|""iris_stations_1444378866.jpg""|"" ""
""c564b73c-c835-4fef-b441-577592e934db""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""5fd54efb-76a9-4799-92be-a43f4f05a065""|1|""iris_stations_1442538332.jpg""|"" ""
""d39ecc60-f488-4133-aec9-bc8c48b9a9de""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""5fd54efb-76a9-4799-92be-a43f4f05a065""|2|""iris_stations_1443776463.jpg""|"" ""
""23f6452a-97be-4ae8-992b-f50262f45132""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""5fd54efb-76a9-4799-92be-a43f4f05a065""|3|""iris_stations_1444277819.jpg""|"" ""
""f4864055-9239-4677-a89c-9b3cce1b8913""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""9b6bed1a-4a22-4efe-a3b6-166e0c22f954""|1|""|"" ""
""b10101b9-46c6-4ae1-bdc9-06499f2f30dd""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""406d7b3e-2e18-4fee-8081-db952a6f373b""|1|""iris_stations_1442538802.JPG""|"" ""
""99913e8c-74ed-4c79-a4d6-77801fb37faa""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""406d7b3e-2e18-4fee-8081-db952a6f373b""|2|""iris_stations_1443776508.jpg""|"" ""
""abcaa782-dd36-4127-9b60-9902124cbac6""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""406d7b3e-2e18-4fee-8081-db952a6f373b""|3|""iris_stations_1444277847.jpg""|"" ""
""f2241580-b0b3-4f29-9dec-d39a541364f5""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""567c6c0b-9efa-4e33-ac99-4b278a5af570""|1|""|"" ""
""4d51446c-b7f6-483e-90f3-6836632fe9ba""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""0edc36c8-8dee-4ac9-ae45-2a367a5e94d5""|1|""|"" ""
""c3666e2d-ce3b-48bb-aa32-96ae270a790e""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""e9da91b5-7cdd-458b-9a27-d8e1db910018""|1|""iris_stations_1443776783.jpg""|"" ""
""96ed5ce5-82b4-4a2c-9405-ae9f926415c5""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""e9da91b5-7cdd-458b-9a27-d8e1db910018""|2|""iris_stations_1444375702.jpg""|"" ""
""ed98abaa-159b-486d-bb09-dab52b071098""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""33b27949-94a5-4844-b526-80a6ba77b667""|1|""iris_stations_1443158002.jpg""|"" ""
""481e3310-62e0-4e45-8be6-abe41684e85f""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""33b27949-94a5-4844-b526-80a6ba77b667""|2|""iris_stations_1444976624.jpg""|"" ""
""390e58c0-f8f8-4752-b568-4e1a85970014""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""33b27949-94a5-4844-b526-80a6ba77b667""|3|""iris_stations_1444976658.jpg""|"" ""
""f250201e-d380-495e-89bf-9f018900ae10""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""c4d0ce9a-d64c-40bd-a970-060e18b93d35""|1|""|"" ""
""5d05e4c0-8084-4473-8a2d-7e24d819a85e""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""c6701640-9734-47b7-84ee-fb190ec2cd76""|1|""|"" ""
""9c6750b1-93f0-4417-bddc-fec22b8d06c9""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""a2c4b23b-0eb2-4dd2-a909-29e2cb88bdff""|1|""|"" ""
""1391cef0-b26c-4c5e-9812-3affee9fd6bc""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""293c0649-814a-405e-9897-6591495c9daa""|1|""|"" ""
""c17cb62e-1f82-4b22-abe7-6f2d4bc71d50""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""498c3507-697e-47ce-b70a-1fa71c26fd81""|1|""|"" ""
""5f127f3e-8a26-4b93-aa34-c2239db50b35""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""db66066c-058d-48ae-98e1-f24fe0820d8b""|1|""iris_stations_1444981203.jpg""|"" ""
""97a52545-895f-4582-bba5-68c3597b0f3e""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""db66066c-058d-48ae-98e1-f24fe0820d8b""|2|""iris_stations_1444981211.jpg""|"" ""
""420484e2-748e-41ae-8615-77423fde1a5c""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""b13427e6-76af-4940-b631-bbf9deb7e08a""|1|""|"" ""
""12efaf0d-cece-4e64-ab82-a9bf9edb5231""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""cd387f6e-9b22-4c97-b0ed-dc2020d60d2a""|1|""|"" ""
""7acbd622-833b-4043-a027-9c6ac92c52f6""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""4e43b33b-ae3e-4ceb-9881-1b7433ba4d93""|1|""iris_stations_1443770757.jpg""|"" ""
""7966811e-7da9-4ce7-b61e-9222856a0f16""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""4e43b33b-ae3e-4ceb-9881-1b7433ba4d93""|2|""iris_stations_1443770765.jpg""|"" ""
""f54d6e8c-1699-46c1-89b3-50ff267b25b0""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""b6f41f92-81ef-43ae-bdb4-721462485a7c""|1|""|"" ""
""84ae255a-338c-42b2-a435-7e818a01b291""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""42ce61a6-45f5-42e8-9868-43ff11a2ece6""|1|""|"" ""
""f50ab47d-ebba-4ca2-ab1a-bea5440ecf86""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""a30ef28c-8429-4785-8b7e-3d1eab8e8094""|1|""iris_stations_1443774503.jpg""|"" ""
""ecd1167c-95a0-4a38-88df-2bf35c3c4ccc""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""a30ef28c-8429-4785-8b7e-3d1eab8e8094""|2|""iris_stations_1443774517.jpg""|"" ""
""8fdde51d-c211-47e9-95be-d5463dbeb764""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""57d1befc-c840-4fa8-a692-f3c5944040b6""|1|""iris_stations_1443908050.jpg""|"" ""
""6621aa01-0a43-418b-9366-d883099a436c""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""57d1befc-c840-4fa8-a692-f3c5944040b6""|2|""iris_stations_1443908062.jpg""|"" ""
""5af92474-a5a1-4759-a62a-6ef2611ff3c8""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""57d1befc-c840-4fa8-a692-f3c5944040b6""|3|""iris_stations_1443908225.jpg""|"" ""
""f0635711-58c2-4e51-b54e-11f909095b2e""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""91be7632-004d-4ef6-8998-a78a802b8898""|1|""iris_stations_1444378418.jpg""|"" ""
""ed00a759-7a84-4554-a0e4-36a69c3b3e32""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""80362281-2d3e-48ea-adec-03eff138e1f7""|1|""|"" ""
""57843ad0-1696-478b-b482-061319102018""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""f76f2852-7841-4ac9-996b-fdd404c21b98""|1|""iris_stations_1477610383.jpg""|"" ""
""97e346e8-96bc-414c-8e84-638fdb0ae292""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""5ce4f49a-443b-4849-8271-3ae4e11b1ab8""|1|""iris_stations_1442893531.jpg""|"" ""
""e20c3537-5561-496e-98b5-3ea9908e0d70""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""06ab2e41-31ce-467e-8a39-03fa1769ae0f""|1|""|"" ""
""a516d864-d5ab-4c5d-a71a-1f51d7466b4c""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""03b8c07d-d4f7-40e5-9a4b-a93ae3386515""|1|""|"" ""
""2a07d92f-fd6a-4ed3-8980-e18bd1f35b89""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""39837896-abca-4e8b-8056-f03787ef9c1b""|1|""iris_stations_1443908425.jpg""|"" ""
""38f81216-b3b1-490b-ad99-528e3e9d728d""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""39837896-abca-4e8b-8056-f03787ef9c1b""|2|""iris_stations_1443908618.jpg""|"" ""
""e8424372-89d8-442e-9fde-bd38e7b7b77b""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""96d420a2-b87d-4156-9a95-d127cb55f5bc""|1|""|"" ""
""cbe5b8f2-7a15-43f6-8826-eee78ee29864""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""5e6c7127-57bc-4cc0-b200-289785dc3447""|1|""iris_stations_1443908666.jpg""|"" ""
""894e9f6b-343e-47d0-8720-1e90d8e9318e""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""5e6c7127-57bc-4cc0-b200-289785dc3447""|2|""iris_stations_1443908832.jpg""|"" ""
""a669a581-7966-4849-85b8-1bdf9295b120""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""ef0c953b-63c9-457b-9a07-9fbc40d697cb""|1|""|"" ""
""26204074-b157-4c69-878e-6ac04dfce6ab""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""b4d17d76-65c4-4a25-a25d-cd84a265aa24""|1|""|"" ""
""3a1c79cf-1478-49e7-939b-4c54553c6d59""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""47cafa26-b357-483c-beb9-744f4f615886""|1|""iris_stations_1442542955.jpg""|"" ""
""be87993e-9d38-41ba-a97e-4144b704d4f3""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""47cafa26-b357-483c-beb9-744f4f615886""|2|""iris_stations_1443773218.JPG""|"" ""
""95243ac4-69cc-4d20-a474-7000f3ebf3ae""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""7bcb76cf-3cd7-4473-b92f-ee67a8f49f9d""|1|""|"" ""
""098f4297-4892-4fae-89ea-7bf5cb45b24b""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""7abfe934-4349-484d-ae43-314a2049e8b0""|1|""iris_stations_1443909029.jpg""|"" ""
""27ddc21e-a4e6-415d-881c-f6fdaa46701a""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""7abfe934-4349-484d-ae43-314a2049e8b0""|2|""iris_stations_1443909296.jpg""|"" ""
""83b6e25f-2675-4626-9057-a5a151978a6b""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""d8ded93a-7a50-45ed-a453-f81b088cc645""|1|""|"" ""
""acbecd99-df67-49a4-ab2d-6c34f443431b""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""fd541cda-ba9e-413c-8b3c-815501fe2a4d""|1|""|"" ""
""9cffe959-f4d0-427f-9917-f14d32b400a1""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""b6527da9-5039-48d0-94ff-d79039478e81""|1|""|"" ""
""64ac00de-d359-487e-8d06-663af5de1f8b""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""24b450d4-e192-4a8d-a51d-180436041e3f""|1|""iris_stations_1442541825.jpg""|"" ""
""44524e50-b337-44a4-8100-889775cf8301""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""67dc0a03-3b14-4211-8960-0ad93c4041dc""|1|""|"" ""
""a78dbe71-75d2-4370-ad3d-5ad37f433d0d""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""90ab3699-a2cd-4081-9c1a-b0b9dbc9dae7""|1|""|"" ""
""90e4b170-10c7-42c5-8aab-f928072c7d79""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""685378bf-bfd0-4a4a-96cd-3e617de094d1""|1|""|"" ""
""3e2c75ea-8c35-40c7-a9f1-b964d845f44f""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""0ba69cdc-2319-48d2-bd51-aeddb299d170""|1|""|"" ""
""6a1d6141-3ac5-465c-ac05-59547c32ee08""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""e1955965-e20f-4ee4-8f9f-5d68e8465b29""|1|""|"" ""
""19dddcf4-0867-4152-97f6-4ab2677ca18f""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""e2345b3b-6c3e-428e-8e7f-dd128f3b9e5f""|1|""|"" ""
""be52a77d-b858-4971-b280-41d49609f643""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""25e1faf7-b290-44b6-b50e-95ae62868fbb""|1|""|"" ""
""328620c3-8064-44bf-b804-ff9f3aa737d6""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""5ebcdc73-459d-4004-855b-524184b0986d""|1|""|"" ""
""fe103fc4-050a-4480-af23-aa5f7db47046""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""fb2f444b-4b28-40e0-a205-214f0ae39422""|1|""|"" ""
""5b2b0ef1-2e32-4b83-8ca8-de03a041bdf4""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""4cd8cea5-5438-4e18-a992-a758cb8c765a""|1|""|"" ""
""78cbf526-c230-45ec-9e6f-5e587b3bd35d""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""abc3bb04-0dfa-47a1-923c-3d252046ed78""|1|""|"" ""
""959b4976-4959-42f0-80bb-2c63d497cdc3""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""99544e15-a0a0-4821-a715-7bbbcc64501a""|1|""|"" ""
""44699874-abc0-4c9d-afdb-2491228d6946""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""a856d470-8373-4a3d-9d7c-c2cfed2714bd""|1|""iris_stations_1443909480.jpg""|"" ""
""1a36dd41-7398-478a-80d8-fa5fcd3063c1""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""11dda68b-c816-4ddd-bee2-0006aa7f7959""|1|""|"" ""
""7da01d4f-4e9b-47a5-a1ed-00b84a8fb59d""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""88266307-7cba-4a75-8f84-0f67c81dbf2d""|1|""|"" ""
""608b6f06-3761-4ee9-9267-d1238ea3718c""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""0ed898ae-2b6b-471b-8993-45db9f8d2acc""|1|""iris_stations_1443911036.jpg""|"" ""
""552484a0-bf6f-47b3-bc40-b9ee08fa9efc""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""0ed898ae-2b6b-471b-8993-45db9f8d2acc""|2|""iris_stations_1443911049.jpg""|"" ""
""315d6392-9d78-4efc-ae96-8f9d06bf2cca""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""93286fcf-321c-4f0d-9001-bf8a4fabd104""|1|""|"" ""
